E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"Passive constructions: ""was inspired"", ""can be inspired"", ""was established"", ""can never be filled""","E2R grammar demands active voice for clarity. Passive constructions like ""Acts of generosity can be inspired by many things"" hide who does the action, making text harder to understand.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"Negative statements: ""can never be filled"", ""never recover"", ""hasn't yet produced""","E2R prefers positive framing. ""The void can never be filled"" is negative and abstract. E2R would say ""The family misses Jason very much"" - concrete and positive.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"Extensive gerunds: ""losing"", ""giving back"", ""studying"", ""taking advantage"", ""knowing""","E2R requires simple present tense verbs. Gerunds like ""losing"", ""giving back"", and ""taking advantage"" are grammatically complex. Should use ""lost"", ""gave back"", ""took advantage"".",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Partially identified by the tool,Multiple sentences per paragraph (4-6 each) without line breaks or images,"E2R critical rule: one sentence per line with supporting image. This article has dense paragraphs with 4-6 sentences and NO images, making it impossible for E2R audiences to follow.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,Only English language used throughout article,"Good compliance - E2R forbids foreign words unless universally known. The article stays in English throughout, ensuring accessibility.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Partially identified by the tool,"Varied vocabulary: ""donation/gift/contributing"", ""university/Manchester""","E2R vocabulary must be consistent. This article uses ""donation"" (3x), ""gift"" (4x), and ""contributing"" (2x) for the same concept. E2R would pick ONE word and use it throughout.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Partially identified by the tool,"Multiple -ly adverbs: ""extraordinarily brave"", ""fabulously brave"", ""really miserable""","E2R avoids -ly adverbs as they add complexity. ""Extraordinarily brave"" and ""fabulously brave"" use difficult vocabulary. E2R would say ""very brave"" or just ""brave"".",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"Uses superlatives: ""devastating news"", ""miserable prognosis"", ""fantastic""","E2R avoids superlatives and emotional language. ""Devastating news"", ""miserable prognosis"", ""fantastic"" are subjective. E2R prefers factual: ""bad news"", ""poor prognosis"", ""good"".",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the evaluator (in a manual way),No in-line lists found,,Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"Quotation marks: ""stopped on him"", ""Desert Rats"", ""Papa and Mama""","E2R forbids quotation marks as they add complexity. Direct statements are preferred: He said the engine stopped on him (no quotes). The article uses quotation marks extensively for speech and nicknames, creating visual clutter and cognitive load.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the evaluator (in a manual way),"Parenthesis: ""(approximately)"", ""(IWM)"", ""(240km/h)"", ""(64km)"",","E2R requires direct information. Article has 15+ parenthetical asides interrupting flow: ""(240km/h)"" should be integrated as ""about 240 kilometers per hour"". Each parenthesis forces readers to process nested information, violating E2R principles.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the evaluator (in a manual way),"Initials: IWM, RAF, US used repeatedly; 2nd Lt abbreviation","Imperial War Museum becomes IWM after first use; should write full name each time in E2R. Also ""2nd Lt"" should be ""Second Lieutenant"". Abbreviations force readers to remember meanings - a cognitive burden that E2R eliminates.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,"No ""etc."" or ""..."" found in article","Good E2R practice - provides complete information without trailing points. E2R forbids ""etc."" as it leaves readers uncertain about what was omitted. Article avoids this, ensuring completeness.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,Semicolons used to connect quoted speech and clauses,"E2R requires periods to separate sentences, not semicolons for complex structures. Example: ""She was totally shocked,"" says Mr Moseley; should use a period after ""shocked"" and start new sentence.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the evaluator (in a manual way),"150mph, 5,000ft, 40 miles (64km), ages 23, 21, 10, 69, 93","E2R requires simplified numbers. ""150mph"" should be ""150 miles per hour"" spelled out. ""5,000ft"" with comma is complex - write ""about 5 thousand feet"". Ages need context: ""Moseley was 23 years old"" not just ""23"".",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"Passive voice: ""was travelling"", ""was provided"", ""were risking"", ""was confirmed""","E2R grammar requires active voice. ""Forged papers were provided by the Resistance"" should be ""The Resistance provided forged papers"". Passive voice hides who does the action, making sentences harder to process for E2R audiences.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"Negative sentences: ""don't know"", ""didn't open"", ""couldn't verify"", ""not to send""","E2R prefers positive framing. ""The Germans did not know he was not a worker"" uses double negatives - very complex. Should say ""The Germans thought he was a real worker"". Negative constructions force readers to process opposites.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"Gerunds: ""toiling"", ""using"", ""hiding"", ""losing"", ""giving"", ""sheltering"", ""knowing""","E2R requires simple present/past tense verbs, not -ing forms that add grammatical complexity. ""The farm labourer was toiling"" should be ""The farm worker toiled"". Gerunds are continuous tenses that E2R audiences find difficult.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,"Paragraphs with 3-7 sentences each, no images with text","Critical E2R failure: dense paragraphs. E2R requires ONE sentence per line with supporting image next to each sentence. This article has standard journalism paragraphs with multiple sentences, making it inaccessible to E2R audiences who need visual processing support.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,English language only,"Excellent compliance - article stays in English without foreign terms like ""en route"" or ""Wehrmacht"". This ensures all readers can access the content without needing multilingual knowledge. Meets E2R vocabulary standards.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Partially identified by the tool,"Synonyms: ""airman/pilot"", ""plane/aircraft/fighter"", ""German soldiers/Germans""","E2R requires consistent terminology. This article alternates ""airman"" and ""pilot"" (used interchangeably). E2R would choose ONE term like ""pilot"" and use it throughout the entire article. Also ""plane"", ""aircraft"", ""fighter"" should be just one word.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"-ly adverbs: ""silently"", ""actually"", ""briefly"", ""nearly"", ""totally"", ""equally"", ""incredibly""","E2R forbids -ly adverbs as they're grammatically complex. ""Totally shocked"" should be ""very shocked""; ""incredibly detailed"" should be ""very detailed"". These adverbs add unnecessary linguistic complexity that E2R audiences struggle with.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Partially identified by the tool,"Superlatives: ""devastating news"", ""incredible story"", ""wonderful museums""","E2R avoids superlatives as they're subjective and create comparison hierarchies. ""Devastating news"" is dramatic - E2R would say ""very bad news"". ""Incredible story"" should be ""interesting story"". Factual language is clearer than emotional superlatives.",Claude,All comments are baed on the LLM's feedback,50.0,24,https://www.bbc.com/news/articles/c93x1gr7qnpo,Vocabulary
